index,shoe,material,emotion,target_h2h_ms,target_pk_db,desired_peak_dbfs,h2h_mean_ms,h2h_se_ms,h2h_sampling_sd_ms,pk_mean_db,pk_se_db,pk_sampling_sd_db,aggressive_log_likelihood,happy_log_likelihood,neutral_log_likelihood,tender_log_likelihood,sad_log_likelihood,aggressive_estimate,happy_estimate,neutral_estimate,tender_estimate,sad_estimate,predicted_emotion,source_emotion_folder
10,dress,gravel,aggressive,947.7341958842976,76.73714316884858,-9.70336045118615,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.577656504721876,-10.373071224022375,-9.813721821948366,-11.785279151498749,-14.781923069878154,0.21333055256497768,0.2617600209497281,0.45795802686842496,0.06376600465694152,0.0031853949599276597,neutral,aggressive
11,dress,gravel,aggressive,595.6368870247865,85.95350745486135,-6.759300872768167,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.53183422580835,-10.182745809790925,-15.944784954400465,-25.30317436321181,-40.473716547769214,0.6565081121871054,0.34241500502848027,0.0010767899232307634,9.286115967599739e-08,2.3952527349266283e-14,aggressive,aggressive
12,dress,gravel,aggressive,426.55877733571486,90.38616617337703,-5.343339984817,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.369579707270148,-11.032469246899575,-21.1885608233858,-35.78798948476127,-59.89716470235617,0.6599004679897843,0.34008632346959555,1.3208534589041715e-05,6.031194458004893e-12,2.0413692616173688e-22,aggressive,aggressive
13,dress,gravel,aggressive,1159.2153395191676,72.4722691568623,-11.065724480653802,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-12.82508433539775,-11.704252667380814,-9.350942856905117,-9.221155364890699,-8.987479181547942,0.008368620084627876,0.025669940435465843,0.27005630788060453,0.3074824390931613,0.38842269250614053,sad,aggressive
14,dress,gravel,aggressive,751.5860652655933,84.08125515058217,-7.357369933253722,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.474331696457954,-10.078026973371628,-13.259673214448954,-18.58456612972501,-26.962542163872023,0.6371053884792997,0.34836117821538864,0.01446299862352017,7.041849435891207e-05,1.6187432627773946e-08,aggressive,aggressive
15,dress,gravel,aggressive,1070.252811871308,83.69396091975584,-7.481086537171031,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.066355552249117,-11.272233995875679,-11.868952704122972,-12.038131869334974,-11.603822609358676,0.3101032923701212,0.25240299572317115,0.13897697769232717,0.11734626877419974,0.18117046544018062,aggressive,aggressive
16,dress,gravel,aggressive,680.3518150367134,83.40741063243152,-7.572621668803783,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.445193910562017,-9.964580801151138,-13.751497007497608,-20.924682089865293,-32.42057653974126,0.6217440777971817,0.3698663288534367,0.008383164434090987,6.428849898120337e-06,6.539277414964473e-11,aggressive,aggressive
17,dress,gravel,aggressive,482.78408853907695,91.52075133974073,-4.980910047923844,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.142829325828666,-11.022797148563912,-20.73777514353258,-33.07734068871868,-53.492906522284855,0.7068030424785501,0.2931792574994686,1.7699944540972564e-05,7.74402382140415e-11,1.053414019161482e-19,aggressive,aggressive
18,dress,gravel,aggressive,412.6905905527602,96.15507522557486,-3.5005295852843963,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.982641094067803,-12.000470822653233,-25.153129421158145,-39.2363934115274,-63.03045842885655,0.7345492630449134,0.26545022189680656,5.150578860351809e-07,3.9406893739902656e-13,1.8278521492997808e-23,aggressive,aggressive
19,dress,gravel,aggressive,692.7605924352814,89.92983437461244,-5.489109830864484,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.552550983438207,-10.603816116906355,-16.66326326363986,-22.753549337891837,-32.58928539171994,0.740568778871962,0.2588253157506413,0.0006045361742317139,1.3691299095884265e-06,7.325525161448737e-11,aggressive,aggressive
20,dress,gravel,aggressive,574.8141727975458,76.55801450628924,-9.76058100350062,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.001846884754718,-9.772509195785078,-13.155174894364626,-23.734692224325336,-41.280584734534585,0.4346923554033652,0.546741569912248,0.018565602531052307,4.721533232919297e-07,1.1323971133185374e-14,happy,aggressive
21,dress,gravel,aggressive,1069.3980576268011,89.60037848863175,-5.594350653241662,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.155937819101034,-11.83899955369833,-14.632006758981852,-14.12698658113937,-12.703975417583989,0.5555828948623825,0.28060727362671983,0.017183487330125726,0.028473364222302663,0.11815297995846906,aggressive,aggressive
22,dress,gravel,aggressive,944.7004688632126,86.95736198243391,-6.438631306600571,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.171630113342298,-10.886051190041178,-13.353825429304704,-14.684294225971133,-16.31629180673393,0.6476331768221214,0.31700050730767065,0.026873189989507242,0.007104016570780109,0.0013891093099206652,aggressive,aggressive
23,dress,gravel,aggressive,1239.9348043804978,88.55745652242962,-5.9274998549067615,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-12.899844366903276,-12.985607098607373,-14.85667235217284,-13.606441301063379,-10.717245639815022,0.08755215545904443,0.08035641654842497,0.012371639214056106,0.043191242034645444,0.7765285467438291,sad,aggressive
24,dress,gravel,aggressive,474.54492662906887,92.41744204488948,-4.694472709137433,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.251246370176569,-11.176099759274974,-21.43449334024485,-33.91820763872063,-54.64711838576956,0.7160228550695281,0.2839671884446154,9.956448143065145e-06,3.7713444742260256e-11,3.7501155477657483e-20,aggressive,aggressive
25,dress,gravel,aggressive,780.393786979856,63.40095366785498,-13.963449920477675,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-12.210002555099674,-10.646130268327243,-10.132804332296216,-14.497001087478523,-23.6762704982639,0.07214518231996808,0.34465806053382303,0.5758681525563031,0.007327848679298626,7.55910607150734e-07,neutral,aggressive
26,dress,gravel,aggressive,666.6380449042898,94.40552489995414,-4.059402936447942,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.912806242124974,-11.260474763319612,-19.698896622500428,-25.72288866445369,-35.82742422874036,0.7937126885429184,0.20624257433601081,4.462911466148944e-05,1.0800199273213956e-07,4.4165965707870205e-12,aggressive,aggressive
27,dress,gravel,aggressive,859.3971921443601,82.01219728277539,-8.018306224938968,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.80423519536373,-10.192397854699614,-11.669335739444769,-14.886549552761702,-19.724928081658437,0.5436445107386763,0.3687551600849124,0.08420000800011991,0.0033736026297034377,2.671854658807198e-05,aggressive,aggressive
28,dress,gravel,aggressive,436.1180434552614,89.81397624726593,-5.526119352077717,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.281607705657734,-10.92688212913245,-20.674512419169364,-34.996225623212894,-58.60747651623495,0.6559315891173999,0.3440483071064241,2.0103764057890193e-05,1.2118151082015735e-11,6.748393354071001e-22,aggressive,aggressive
29,dress,gravel,aggressive,450.1579773230545,97.64070045747177,-3.02596401276863,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.959541906458035,-12.164905872404926,-25.469470323611876,-37.8023875997433,-58.87495477507988,0.7694773328252962,0.23052228292291382,3.8425009768390785e-07,1.692372921182463e-12,1.1934285524282553e-21,aggressive,aggressive
30,dress,gravel,aggressive,626.6255049717247,76.51457573366197,-9.774457010422582,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.900239286045453,-9.732193058231566,-12.388468432369203,-21.395555694486056,-36.30929983194174,0.44129489488793805,0.5220480198358181,0.036652593929714934,4.491345031167982e-06,1.4976820889544827e-12,happy,aggressive
31,dress,gravel,aggressive,571.6820789521153,77.58454946552851,-9.432666439195051,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.915586918340898,-9.78273507410092,-13.433645967475247,-24.092703074641104,-41.688964365237155,0.46046061140445527,0.5258832142090103,0.013655853649448088,3.2073707910181393e-07,7.314590021743452e-15,happy,aggressive
32,dress,gravel,aggressive,573.1426094736711,78.28425936264411,-9.209152311412216,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.854027012830233,-9.791133464522456,-13.58283031015219,-24.176320560058993,-41.61288426465531,0.47871269046386533,0.5097875929841477,0.011499428160858582,2.88391120772746e-07,7.715755988229417e-15,happy,aggressive
33,dress,gravel,aggressive,611.3360507037485,87.44428046663317,-6.283090902290469,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.526071275371805,-10.316308668306506,-16.41644599641669,-25.12726917798886,-39.24857712509453,0.687401080599804,0.31189935121007045,0.0006994529254134252,1.1526462729357025e-07,8.48965284516691e-14,aggressive,aggressive
34,dress,gravel,aggressive,816.4603469292532,74.77316637969598,-10.33072982358286,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.220152633331818,-9.938036790163675,-10.08068018818382,-14.372953517080342,-21.510823975443426,0.28642361375151604,0.37977832418959656,0.32929181294738663,0.004502671999329368,3.5771121712241785e-06,happy,aggressive
35,dress,gravel,aggressive,490.9958694922774,81.16962042924683,-8.287457527904358,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.97049244973937,-10.029517861530937,-15.820334768693296,-29.031814641573842,-50.698018653054056,0.5139899923622104,0.484529532158936,0.0014804727703610638,2.7084923760360263e-09,1.0549084508837012e-18,aggressive,aggressive
36,dress,gravel,aggressive,704.3987110023069,86.11782397805445,-6.706811884812999,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.43250155175222,-10.192889937463189,-14.61448073400563,-20.896128038413394,-30.902532636478714,0.6788349129454855,0.3173450220569741,0.0038129332816255134,7.131394217167208e-06,3.216978392590063e-10,aggressive,aggressive
37,dress,gravel,aggressive,1049.170173216989,76.83975577956217,-9.67058205505696,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.273771587514078,-10.894275556489248,-9.749721837414011,-10.47056124593365,-11.291775180403327,0.09739771236579318,0.14235141506130425,0.4471313831525988,0.21745959538980184,0.095659894030502,neutral,aggressive
38,dress,gravel,aggressive,1072.913597242801,72.50031660428617,-11.056765052220213,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.990715364098442,-11.109230748890933,-9.075834747941911,-9.548964513811109,-10.399721491491448,0.026135002222518026,0.06310248258362545,0.48210219449996644,0.3003733940299787,0.12828692666391148,neutral,aggressive
39,dress,gravel,aggressive,488.3403847363923,82.8386522665611,-7.75430486435492,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.922117541052174,-10.12437163468598,-16.45285976832157,-29.643734269666325,-51.23008895026113,0.5499505627622255,0.44924764998038513,0.000801785760001308,1.4973879412398096e-09,6.316836108059439e-19,aggressive,aggressive
40,dress,gravel,aggressive,644.1958311167627,77.95373336759063,-9.31473496759369,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.7481529433455,-9.738946254718629,-12.480664097809296,-20.952324494654157,-34.85391097717818,0.48208603550563917,0.4865449459299648,0.03136245386157049,6.5646968020848075e-06,6.023270583773925e-12,happy,aggressive
41,dress,gravel,aggressive,845.4679067713125,68.27622274055017,-12.406102341170705,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.319393230968284,-10.31414716989342,-9.353340531412421,-12.82794020269919,-19.5009324193409,0.09011835959830011,0.24625558846223605,0.6436638466263929,0.019936992810541954,2.5212502529113996e-05,neutral,aggressive
42,dress,gravel,aggressive,912.7629955788803,77.51801845385833,-9.45391899129596,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.316807605004717,-10.234331329365068,-10.101883759768008,-12.597051435836278,-16.428978348619744,0.29152688248310266,0.3165902966570955,0.36142554820695205,0.02981132610433844,0.0006459465485114093,neutral,aggressive
43,dress,gravel,aggressive,954.074219364622,81.36156260626672,-8.226143848537822,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.292468952746237,-10.516944498430373,-11.065994548939074,-12.76596617308343,-15.030236572140645,0.42492320805644307,0.339486071615713,0.1960525762592733,0.03581659184268187,0.0037215522258890175,aggressive,aggressive
44,dress,gravel,aggressive,396.9317579012297,89.41785418024674,-5.652655904826665,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.505225910157394,-11.015132465765975,-21.28201714392277,-37.17853997824839,-63.39484669616576,0.6247764187337457,0.37521053687795725,1.3044386669015617e-05,1.6279891852071958e-12,6.699681731961642e-24,aggressive,aggressive
45,dress,gravel,aggressive,1159.7605135796505,84.70744492639032,-7.157340946750522,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.913900990755453,-11.961601438254933,-12.565208388342676,-12.013540777708037,-10.287828485193536,0.1181500297908721,0.1126465238323053,0.061599136845329514,0.10694508397403556,0.6006592255574575,sad,aggressive
46,dress,gravel,aggressive,714.4330620129672,81.44928404901525,-8.19812226152781,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.511658562553858,-9.875496638888022,-12.661505830916647,-19.092291733464123,-29.381435792917852,0.5753966875008779,0.3999028401201509,0.02466073803894251,3.9732989098985975e-05,1.3509296996527625e-09,aggressive,aggressive
47,dress,gravel,aggressive,506.7621885236943,78.14392850174548,-9.253979360599416,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.092090879736872,-9.900263367274622,-14.657619731632309,-27.45375836459559,-48.58523009017256,0.45007215848852355,0.5452451088494834,0.004682719684053041,1.2977940028964414e-08,8.628279362373623e-18,happy,aggressive
48,dress,gravel,aggressive,413.3981454528576,71.96709948199413,-11.22709501396476,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.290525061955012,-10.246470988167054,-15.41296116165643,-31.63106161888505,-59.1102115197308,0.2592745661880479,0.7365238918484334,0.004201541583349385,3.801693766036829e-10,4.425210776409628e-22,happy,aggressive
49,dress,gravel,aggressive,705.9104894495588,90.11264504303024,-5.430713104922434,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.565024907478168,-10.636408404688241,-16.617187314710108,-22.33975225749043,-31.567899524868746,0.7443784569367619,0.2549751493724914,0.00064428582541675,2.107658283944802e-06,2.070459612688062e-10,aggressive,aggressive
50,dress,gravel,aggressive,790.5856450184664,87.53474391711535,-6.254193413039421,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.568833257850626,-10.453569539918528,-14.461928920196595,-18.534714259696035,-24.852868303127657,0.7040026860797397,0.2906285204187397,0.005278735124466266,8.989626988042894e-05,1.6210717398348758e-07,aggressive,aggressive
51,dress,gravel,aggressive,509.3661857790937,86.94036604982178,-6.444060458123675,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.8162332943262,-10.405325007065514,-17.807112397562413,-29.861521786475187,-49.565598582305185,0.6430167092143407,0.35676560499304516,0.00021768452594237429,1.2666717307942795e-09,3.509879888768288e-18,aggressive,aggressive
52,dress,gravel,aggressive,602.3877208478771,94.00503967020649,-4.187333250405139,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.954064800789551,-11.210730972293407,-20.298516924307826,-28.251411541354692,-41.55061621418991,0.7784321725104015,0.22154277591713223,2.504276634264567e-05,8.806108945636917e-09,1.4757502007080812e-14,aggressive,aggressive
53,dress,gravel,aggressive,949.5825401326084,96.9744923510044,-3.2387763860861223,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.968360815194298,-12.381175101292289,-19.38857010345138,-18.954026875015508,-18.44457855670509,0.803481175434784,0.19561324511050535,0.00017706196347121942,0.00027342926946481244,0.00045508822177474254,aggressive,aggressive
54,dress,gravel,aggressive,767.9813574839509,95.00242000372018,-3.86873178966828,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.037475663761873,-11.46061002172286,-19.028244522341065,-22.394137290418445,-28.088976556020462,0.8057456403471646,0.19415052340298075,0.00010035907758632891,3.4655167729003685e-06,1.1655495385580898e-08,aggressive,aggressive
55,dress,gravel,aggressive,551.8034260732762,84.27708457202417,-7.294814519205326,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.649804123655528,-10.096301597297044,-15.907571421883205,-26.818146234308756,-44.576668572284284,0.6090946617965811,0.3897385852240624,0.0011667316700870653,2.130926897130118e-08,4.1318095305808543e-16,aggressive,aggressive
56,dress,gravel,aggressive,646.6792424251448,76.71942569683353,-9.709020090016878,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.855635815322099,-9.727740578194185,-12.163658477637611,-20.591654659939337,-34.51585675208703,0.44724451183862,0.5082638429007438,0.04448191887089978,9.726381011781443e-06,8.724632541306127e-12,happy,aggressive
57,dress,gravel,aggressive,475.71062803682014,76.88888690775784,-9.654887691848852,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.341826776166098,-9.961678418681712,-14.934292083953999,-28.856844621566047,-51.96579053002789,0.40442776989802487,0.5914762388791489,0.004095987542630652,3.6801954667498527e-09,3.3867504359925355e-19,happy,aggressive
58,dress,gravel,aggressive,594.8156473756408,67.14042503851171,-12.76891960837728,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.379308814013312,-10.157317855168973,-11.999019254373378,-21.639709242157153,-38.90887878537612,0.20275448366855892,0.68813618789554,0.10910223371700739,7.094718669308439e-06,2.244037650012682e-13,happy,aggressive
59,dress,gravel,aggressive,1120.661454301825,87.11319724418242,-6.388851558234695,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-11.535726508922297,-11.894716081645498,-13.487289931588489,-12.905686626465716,-11.204501626805804,0.28676108798414346,0.2002686770598401,0.04073493183439016,0.07287089439803175,0.3993644087235945,sad,aggressive
60,dress,gravel,aggressive,700.9652274987075,91.02747547257952,-5.138481243728501,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.61933216770166,-10.755226627392114,-17.19163525965702,-22.899497784329213,-32.164855555286934,0.7566294176215395,0.2429799994327917,0.00038929047207424605,1.2923512776568913e-06,1.2231700081434243e-10,aggressive,aggressive
61,dress,gravel,aggressive,658.412036726907,89.79832972287046,-5.531117450957698,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.557580572944044,-10.575549843331808,-17.004120014118477,-24.040011568257327,-35.45761593457077,0.7342618720477478,0.2653093406774071,0.0004284103837394313,3.768869599645326e-07,4.145801826761211e-12,aggressive,aggressive
62,dress,gravel,aggressive,792.4959779353879,92.12199776759988,-4.78884892164927,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.813900709478586,-11.039727676950465,-16.96590684606748,-20.32051861804816,-25.702747314866436,0.7726030959393673,0.2267704993367179,0.0006051731405327654,2.1134416550757295e-05,9.716683115519483e-08,aggressive,aggressive
63,dress,gravel,aggressive,910.0780663467204,86.61085922505639,-6.54931755229875,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.980156333645903,-10.710841282294753,-13.30505944465007,-15.213984870105,-17.826574261998708,0.6564784522274709,0.31614624980460015,0.023617471596231593,0.0035010444369880057,0.00025678193470933807,aggressive,aggressive
64,dress,gravel,aggressive,822.02753951862,89.53838520156472,-5.6141536823888805,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.726691128009351,-10.75505651604642,-15.26037057396556,-18.402369168299973,-23.238042177581473,0.7343683429153512,0.2626035142468338,0.0029018001516754955,0.00012534726068271626,9.954254569765786e-07,aggressive,aggressive
65,dress,gravel,aggressive,746.2792428765836,98.52461737372796,-2.743607111167085,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.466771105192247,-12.104945064753082,-21.78553783822491,-24.890524435383345,-30.62674050309694,0.8372774191479921,0.16271195667810973,1.0166967718316927e-05,4.5573554129148744e-07,1.4706384412139002e-09,aggressive,aggressive
66,dress,gravel,aggressive,612.8913846819651,89.98490645465607,-5.471517700201646,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.624532985088091,-10.611079707580888,-17.717426026929076,-26.035555434562276,-39.61643067965338,0.7282430938642254,0.27153422493131324,0.0002226268718683131,5.4332524259102556e-08,6.870062755922186e-14,aggressive,aggressive
67,dress,gravel,aggressive,631.4348076161508,85.13917898625465,-7.019428560170723,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.465869310133659,-10.091349788733151,-15.078967573376653,-23.45631854631202,-36.971895489087004,0.6499183183547372,0.34770910057910404,0.002372035453470128,5.456119521428941e-07,7.364502083883578e-13,aggressive,aggressive
68,dress,gravel,aggressive,1195.7408411267193,87.96893150453946,-6.11549727582986,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-12.352400507748579,-12.548593759402326,-14.258804174636914,-13.190382204673774,-10.629021674964784,0.12489883852095844,0.10264853444539675,0.018561702467539052,0.0540290800409333,0.6998618445251725,sad,aggressive
69,dress,gravel,aggressive,879.1335946708977,83.1316970255804,-7.66069514983818,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.850513980851735,-10.321145831249659,-11.97186230281745,-14.747076886052074,-18.81218657716267,0.5707508994190004,0.3564952838966044,0.0684158511197587,0.004264777266699804,7.31882979366679e-05,aggressive,aggressive
70,dress,gravel,aggressive,802.6381953579859,82.39549402396598,-7.89586657224521,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.611330859112345,-10.063244343398631,-12.182597594398917,-16.50284825862758,-23.20357722330677,0.5834763566648417,0.3713297369672351,0.044600148818784026,0.000593028115697999,7.294334411645263e-07,aggressive,aggressive
71,dress,gravel,aggressive,435.0388728279741,63.55388755987419,-13.914596980675022,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-12.823364985422618,-10.859896251526415,-15.080064997012997,-29.83783530807435,-56.40930732902125,0.1215260125805271,0.8657507668748713,0.012723215585777698,4.958823775068917e-09,1.4306552734238514e-20,happy,aggressive
72,dress,gravel,aggressive,985.8891726350448,90.23094919356376,-5.392922230263385,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.553329034654947,-11.454540316249364,-14.96628866112128,-15.28539573585638,-15.343469826267981,0.6967105537737824,0.28291847121533253,0.008443614064837214,0.006136799480150126,0.005790561465897713,aggressive,aggressive
73,dress,gravel,aggressive,799.5797308133946,78.10213627872956,-9.267329396541475,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.844719733343004,-9.900326804110515,-10.89740921675582,-15.50156991732562,-22.876769439356075,0.43508446401916556,0.41155106682661646,0.15184354765013294,0.0015199690889229256,9.524151620787737e-07,aggressive,aggressive
74,dress,gravel,aggressive,689.7765323604767,97.85785709883028,-2.9565958682196083,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.33399550329359,-11.913003546767998,-21.8737793619761,-26.54802587794336,-34.82647348792311,0.8290572331389642,0.17093462065554463,8.070864581684771e-06,7.532178292429656e-08,1.9126542763610196e-11,aggressive,aggressive
75,dress,gravel,aggressive,569.1635377699649,87.26429654610723,-6.340584656740886,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.617847396259403,-10.33700669044575,-16.96089050468609,-26.994191680396266,-43.325957290596286,0.6721293982245241,0.3274356622665763,0.0004349204102576572,1.9098640465369545e-08,1.5424346358842721e-15,aggressive,aggressive
76,dress,gravel,aggressive,478.5342742795093,86.91062750216449,-6.453560088711363,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.953166694996119,-10.475253042244306,-18.3577890547188,-31.50115550748389,-53.02415103379315,0.627547334085488,0.372312201528169,0.00014046411125345808,2.750893971611221e-10,1.2363905029988913e-19,aggressive,aggressive
77,dress,gravel,aggressive,463.69675210052856,80.48987619941909,-8.504593857219799,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-10.13619136997559,-10.072329754628445,-16.11884851386605,-30.3505938679271,-53.74818966354264,0.48344982160481925,0.5153308611785727,0.0012193164124377992,8.041701425840359e-10,5.544995533251898e-20,happy,aggressive
78,dress,gravel,aggressive,616.5963988260861,93.37862922499248,-4.387432727164347,691,47,210.19038988498025,85.2,2.1,9.391485505499118,-9.867540767249793,-11.099162823014854,-19.68931713942053,-27.333283036970066,-40.051313526959525,0.7740698189284547,0.22588816215991858,4.199879727932472e-05,2.011428709072169e-08,6.027457849881903e-14,aggressive,aggressive
