index,shoe,material,emotion,target_h2h_ms,target_pk_db,desired_peak_dbfs,h2h_mean_ms,h2h_se_ms,h2h_sampling_sd_ms,pk_mean_db,pk_se_db,pk_sampling_sd_db,wav_path,n_steps_scheduled,before_peak_dbfs,after_peak_dbfs,before_rms_dbfs,after_rms_dbfs,applied_gain_db,sr,duration_s,aggressive_log_likelihood,happy_log_likelihood,neutral_log_likelihood,tender_log_likelihood,sad_log_likelihood,aggressive_estimate,happy_estimate,neutral_estimate,tender_estimate,sad_estimate,predicted_emotion,source_emotion_folder
10,dress,gravel,aggressive,947.7341958842976,76.73714316884858,-9.70336045118615,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0010.wav,11,0.3788617391993349,-9.703360019751726,-25.2807005331878,-35.362922272070584,-10.082222190385483,44100,10.0,-10.577656504721876,-10.373071224022375,-9.813721821948366,-11.785279151498749,-14.781923069878154,0.21333055256497768,0.2617600209497281,0.45795802686842496,0.06376600465694152,0.0031853949599276597,neutral,aggressive
11,dress,gravel,aggressive,595.6368870247865,85.95350745486135,-6.759300872768167,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0011.wav,17,0.8164330276961361,-6.759301293496486,-23.086420439399998,-30.66215601727077,-7.575733900464303,44100,10.0,-9.53183422580835,-10.182745809790925,-15.944784954400465,-25.30317436321181,-40.473716547769214,0.6565081121871054,0.34241500502848027,0.0010767899232307634,9.286115967599739e-08,2.3952527349266283e-14,aggressive,aggressive
12,dress,gravel,aggressive,426.55877733571486,90.38616617337703,-5.343339984817,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0012.wav,24,0.7867193828840713,-5.343340136561162,-21.57882983370127,-27.70888939369873,-6.130059367701071,44100,10.0,-10.369579707270148,-11.032469246899575,-21.1885608233858,-35.78798948476127,-59.89716470235617,0.6599004679897843,0.34008632346959555,1.3208534589041715e-05,6.031194458004893e-12,2.0413692616173688e-22,aggressive,aggressive
13,dress,gravel,aggressive,1159.2153395191676,72.4722691568623,-11.065724480653802,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0013.wav,9,0.4816519200231811,-11.065724615343598,-26.780175601255824,-38.32755243163254,-11.547376400676985,44100,10.0,-12.82508433539775,-11.704252667380814,-9.350942856905117,-9.221155364890699,-8.987479181547942,0.008368620084627876,0.025669940435465843,0.27005630788060453,0.3074824390931613,0.38842269250614053,sad,aggressive
14,dress,gravel,aggressive,751.5860652655933,84.08125515058217,-7.357369933253722,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0014.wav,14,0.7946054679243781,-7.357369924384917,-24.01054726067926,-32.1625228434505,-8.151975401178099,44100,10.0,-9.474331696457954,-10.078026973371628,-13.259673214448954,-18.58456612972501,-26.962542163872023,0.6371053884792997,0.34836117821538864,0.01446299862352017,7.041849435891207e-05,1.6187432627773946e-08,aggressive,aggressive
15,dress,gravel,aggressive,1070.252811871308,83.69396091975584,-7.481086537171031,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0015.wav,10,0.6929826633157734,-7.4810867076857885,-25.96041037481763,-34.1344809195465,-8.174069200486803,44100,10.0,-11.066355552249117,-11.272233995875679,-11.868952704122972,-12.038131869334974,-11.603822609358676,0.3101032923701212,0.25240299572317115,0.13897697769232717,0.11734626877419974,0.18117046544018062,aggressive,aggressive
16,dress,gravel,aggressive,680.3518150367134,83.40741063243152,-7.572621668803783,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0016.wav,15,0.2317512395180279,-7.572621786710528,-24.519427594886487,-32.323800363478085,-7.80437290832181,44100,10.0,-9.445193910562017,-9.964580801151138,-13.751497007497608,-20.924682089865293,-32.42057653974126,0.6217440777971817,0.3698663288534367,0.008383164434090987,6.428849898120337e-06,6.539277414964473e-11,aggressive,aggressive
17,dress,gravel,aggressive,482.78408853907695,91.52075133974073,-4.980910047923844,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0017.wav,21,1.002701659545633,-4.9809100353025935,-21.93962834463846,-27.92323960733161,-5.9836117074694775,44100,10.0,-10.142829325828666,-11.022797148563912,-20.73777514353258,-33.07734068871868,-53.492906522284855,0.7068030424785501,0.2931792574994686,1.7699944540972564e-05,7.74402382140415e-11,1.053414019161482e-19,aggressive,aggressive
18,dress,gravel,aggressive,412.6905905527602,96.15507522557486,-3.5005295852843963,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0018.wav,24,1.017743700294556,-3.500530070299823,-21.67750291949237,-26.19577552831518,-4.518273285578952,44100,10.0,-10.982641094067803,-12.000470822653233,-25.153129421158145,-39.2363934115274,-63.03045842885655,0.7345492630449134,0.26545022189680656,5.150578860351809e-07,3.9406893739902656e-13,1.8278521492997808e-23,aggressive,aggressive
19,dress,gravel,aggressive,692.7605924352814,89.92983437461244,-5.489109830864484,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0019.wav,15,0.4588152441754781,-5.489109918943809,-23.911598384529675,-29.85952307898318,-5.947925075039962,44100,10.0,-9.552550983438207,-10.603816116906355,-16.66326326363986,-22.753549337891837,-32.58928539171994,0.740568778871962,0.2588253157506413,0.0006045361742317139,1.3691299095884265e-06,7.325525161448737e-11,aggressive,aggressive
20,dress,gravel,aggressive,574.8141727975458,76.55801450628924,-9.76058100350062,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0020.wav,18,0.6798836712937605,-9.760580994749995,-22.89006195763012,-33.33052536053424,-10.44046467479438,44100,10.0,-10.001846884754718,-9.772509195785078,-13.155174894364626,-23.734692224325336,-41.280584734534585,0.4346923554033652,0.546741569912248,0.018565602531052307,4.721533232919297e-07,1.1323971133185374e-14,happy,aggressive
21,dress,gravel,aggressive,1069.3980576268011,89.60037848863175,-5.594350653241662,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0021.wav,10,1.1834675818110592,-5.594350331561037,-24.9592723041866,-31.73709023211984,-6.777818235052721,44100,10.0,-11.155937819101034,-11.83899955369833,-14.632006758981852,-14.12698658113937,-12.703975417583989,0.5555828948623825,0.28060727362671983,0.017183487330125726,0.028473364222302663,0.11815297995846906,aggressive,aggressive
22,dress,gravel,aggressive,944.7004688632126,86.95736198243391,-6.438631306600571,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0022.wav,11,0.1657000369338868,-6.438630995193759,-25.22981275331312,-31.834143672208384,-6.604331343534458,44100,10.0,-10.171630113342298,-10.886051190041178,-13.353825429304704,-14.684294225971133,-16.31629180673393,0.6476331768221214,0.31700050730767065,0.026873189989507242,0.007104016570780109,0.0013891093099206652,aggressive,aggressive
23,dress,gravel,aggressive,1239.9348043804978,88.55745652242962,-5.9274998549067615,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0023.wav,8,0.9152052070090624,-5.927500091414039,-26.365397269771314,-33.20810273827113,-6.842705061915824,44100,10.0,-12.899844366903276,-12.985607098607373,-14.85667235217284,-13.606441301063379,-10.717245639815022,0.08755215545904443,0.08035641654842497,0.012371639214056106,0.043191242034645444,0.7765285467438291,sad,aggressive
24,dress,gravel,aggressive,474.54492662906887,92.41744204488948,-4.694472709137433,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0024.wav,21,0.5982793643074233,-4.694472766257091,-22.44304246771824,-27.73579470384253,-5.2927520734448565,44100,10.0,-10.251246370176569,-11.176099759274974,-21.43449334024485,-33.91820763872063,-54.64711838576956,0.7160228550695281,0.2839671884446154,9.956448143065145e-06,3.7713444742260256e-11,3.7501155477657483e-20,aggressive,aggressive
25,dress,gravel,aggressive,780.393786979856,63.40095366785498,-13.963449920477675,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0025.wav,13,0.2061441415445823,-13.963450087029958,-24.307582031629437,-38.47717598038167,-14.169594062022258,44100,10.0,-12.210002555099674,-10.646130268327243,-10.132804332296216,-14.497001087478523,-23.6762704982639,0.07214518231996808,0.34465806053382303,0.5758681525563031,0.007327848679298626,7.55910607150734e-07,neutral,aggressive
26,dress,gravel,aggressive,666.6380449042898,94.40552489995414,-4.059402936447942,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0026.wav,15,0.1200815330611789,-4.059402794306287,-23.98287819553474,-28.162362639448325,-4.179484469509121,44100,10.0,-9.912806242124974,-11.260474763319612,-19.698896622500428,-25.72288866445369,-35.82742422874036,0.7937126885429184,0.20624257433601081,4.462911466148944e-05,1.0800199273213956e-07,4.4165965707870205e-12,aggressive,aggressive
27,dress,gravel,aggressive,859.3971921443601,82.01219728277539,-8.018306224938968,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0027.wav,12,0.8413154534692212,-8.01830622593661,-24.915195979469864,-33.77481613754469,-8.859621678408189,44100,10.0,-9.80423519536373,-10.192397854699614,-11.669335739444769,-14.886549552761702,-19.724928081658437,0.5436445107386763,0.3687551600849124,0.08420000800011991,0.0033736026297034377,2.671854658807198e-05,aggressive,aggressive
28,dress,gravel,aggressive,436.1180434552614,89.81397624726593,-5.526119352077717,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0028.wav,23,0.749179012155545,-5.526119040346483,-21.73598616148809,-28.01128304800267,-6.275298364233262,44100,10.0,-10.281607705657734,-10.92688212913245,-20.674512419169364,-34.996225623212894,-58.60747651623495,0.6559315891173999,0.3440483071064241,2.0103764057890193e-05,1.2118151082015735e-11,6.748393354071001e-22,aggressive,aggressive
29,dress,gravel,aggressive,450.1579773230545,97.64070045747177,-3.02596401276863,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0029.wav,23,1.0159964777194206,-3.0259635308774846,-21.999300267551455,-26.041260630663064,-4.041960490488051,44100,10.0,-10.959541906458035,-12.164905872404926,-25.469470323611876,-37.8023875997433,-58.87495477507988,0.7694773328252962,0.23052228292291382,3.8425009768390785e-07,1.692372921182463e-12,1.1934285524282553e-21,aggressive,aggressive
30,dress,gravel,aggressive,626.6255049717247,76.51457573366197,-9.774457010422582,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0030.wav,16,0.5742271272816973,-9.774456986540688,-23.19981301969504,-33.548496956968606,-10.34868413770428,44100,10.0,-9.900239286045453,-9.732193058231566,-12.388468432369203,-21.395555694486056,-36.30929983194174,0.44129489488793805,0.5220480198358181,0.036652593929714934,4.491345031167982e-06,1.4976820889544827e-12,happy,aggressive
31,dress,gravel,aggressive,571.6820789521153,77.58454946552851,-9.432666439195051,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0031.wav,18,0.5686999644006756,-9.43266608130022,-23.396653388851995,-33.398019520703535,-10.001366403595728,44100,10.0,-9.915586918340898,-9.78273507410092,-13.433645967475247,-24.092703074641104,-41.688964365237155,0.46046061140445527,0.5258832142090103,0.013655853649448088,3.2073707910181393e-07,7.314590021743452e-15,happy,aggressive
32,dress,gravel,aggressive,573.1426094736711,78.28425936264411,-9.209152311412216,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0032.wav,18,0.7432288710581227,-9.209152466244376,-23.460566288561367,-33.4129472345153,-9.952381182470337,44100,10.0,-9.854027012830233,-9.791133464522456,-13.58283031015219,-24.176320560058993,-41.61288426465531,0.47871269046386533,0.5097875929841477,0.011499428160858582,2.88391120772746e-07,7.715755988229417e-15,happy,aggressive
33,dress,gravel,aggressive,611.3360507037485,87.44428046663317,-6.283090902290469,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0033.wav,17,0.6698262138471491,-6.283091139563807,-23.88744202794485,-30.84035837434625,-6.952917116137618,44100,10.0,-9.526071275371805,-10.316308668306506,-16.41644599641669,-25.12726917798886,-39.24857712509453,0.687401080599804,0.31189935121007045,0.0006994529254134252,1.1526462729357025e-07,8.48965284516691e-14,aggressive,aggressive
34,dress,gravel,aggressive,816.4603469292532,74.77316637969598,-10.33072982358286,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0034.wav,13,0.2466614726991834,-10.330730407736995,-23.780446173779342,-34.35783683749251,-10.577391296282045,44100,10.0,-10.220152633331818,-9.938036790163675,-10.08068018818382,-14.372953517080342,-21.510823975443426,0.28642361375151604,0.37977832418959656,0.32929181294738663,0.004502671999329368,3.5771121712241785e-06,happy,aggressive
35,dress,gravel,aggressive,490.9958694922774,81.16962042924683,-8.287457527904358,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0035.wav,20,1.2272684660909825,-8.287457394345424,-22.09043139501356,-31.60515774898307,-9.51472599399534,44100,10.0,-9.97049244973937,-10.029517861530937,-15.820334768693296,-29.031814641573842,-50.698018653054056,0.5139899923622104,0.484529532158936,0.0014804727703610638,2.7084923760360263e-09,1.0549084508837012e-18,aggressive,aggressive
36,dress,gravel,aggressive,704.3987110023069,86.11782397805445,-6.706811884812999,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0036.wav,14,0.7489728873100852,-6.706812315014069,-23.304548611707325,-30.76033333865423,-7.455784772123084,44100,10.0,-9.43250155175222,-10.192889937463189,-14.61448073400563,-20.896128038413394,-30.902532636478714,0.6788349129454855,0.3173450220569741,0.0038129332816255134,7.131394217167208e-06,3.216978392590063e-10,aggressive,aggressive
37,dress,gravel,aggressive,1049.170173216989,76.83975577956217,-9.67058205505696,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0037.wav,10,0.9018176297660808,-9.670581724792529,-24.86196430159802,-35.43436433862619,-10.572399684823042,44100,10.0,-11.273771587514078,-10.894275556489248,-9.749721837414011,-10.47056124593365,-11.291775180403327,0.09739771236579318,0.14235141506130425,0.4471313831525988,0.21745959538980184,0.095659894030502,neutral,aggressive
38,dress,gravel,aggressive,1072.913597242801,72.50031660428617,-11.056765052220213,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0038.wav,10,1.2506685232140866,-11.056765376581366,-24.77360278073952,-37.081036063529154,-12.3074335754343,44100,10.0,-11.990715364098442,-11.109230748890933,-9.075834747941911,-9.548964513811109,-10.399721491491448,0.026135002222518026,0.06310248258362545,0.48210219449996644,0.3003733940299787,0.12828692666391148,neutral,aggressive
39,dress,gravel,aggressive,488.3403847363923,82.8386522665611,-7.75430486435492,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0039.wav,21,1.1441866137755403,-7.754305506677218,-22.146762689099404,-31.045253619556817,-8.898491478130461,44100,10.0,-9.922117541052174,-10.12437163468598,-16.45285976832157,-29.643734269666325,-51.23008895026113,0.5499505627622255,0.44924764998038513,0.000801785760001308,1.4973879412398096e-09,6.316836108059439e-19,aggressive,aggressive
40,dress,gravel,aggressive,644.1958311167627,77.95373336759063,-9.31473496759369,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0040.wav,16,0.8989060969713546,-9.31473473334323,-23.392363999609604,-33.60600353406882,-10.213641064565044,44100,10.0,-9.7481529433455,-9.738946254718629,-12.480664097809296,-20.952324494654157,-34.85391097717818,0.48208603550563917,0.4865449459299648,0.03136245386157049,6.5646968020848075e-06,6.023270583773925e-12,happy,aggressive
41,dress,gravel,aggressive,845.4679067713125,68.27622274055017,-12.406102341170705,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0041.wav,12,0.3357417593098422,-12.406102448192964,-25.221732729589984,-37.96357686990926,-12.741844100480543,44100,10.0,-11.319393230968284,-10.31414716989342,-9.353340531412421,-12.82794020269919,-19.5009324193409,0.09011835959830011,0.24625558846223605,0.6436638466263929,0.019936992810541954,2.5212502529113996e-05,neutral,aggressive
42,dress,gravel,aggressive,912.7629955788803,77.51801845385833,-9.45391899129596,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0042.wav,11,0.6134115295768021,-9.453918614327076,-24.897724217696933,-34.96505402883855,-10.067330520872762,44100,10.0,-10.316807605004717,-10.234331329365068,-10.101883759768008,-12.597051435836278,-16.428978348619744,0.29152688248310266,0.3165902966570955,0.36142554820695205,0.02981132610433844,0.0006459465485114093,neutral,aggressive
43,dress,gravel,aggressive,954.074219364622,81.36156260626672,-8.226143848537822,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0043.wav,11,0.6780987430831131,-8.226143747648711,-25.180309309421133,-34.08455122247849,-8.904242591620935,44100,10.0,-10.292468952746237,-10.516944498430373,-11.065994548939074,-12.76596617308343,-15.030236572140645,0.42492320805644307,0.339486071615713,0.1960525762592733,0.03581659184268187,0.0037215522258890175,aggressive,aggressive
44,dress,gravel,aggressive,396.9317579012297,89.41785418024674,-5.652655904826665,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0044.wav,25,0.9362766604553208,-5.652655673942614,-21.407547593923404,-27.99647972796192,-6.588932565281986,44100,10.0,-10.505225910157394,-11.015132465765975,-21.28201714392277,-37.17853997824839,-63.39484669616576,0.6247764187337457,0.37521053687795725,1.3044386669015617e-05,1.6279891852071958e-12,6.699681731961642e-24,aggressive,aggressive
45,dress,gravel,aggressive,1159.7605135796505,84.70744492639032,-7.157340946750522,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0045.wav,9,0.7774297307991487,-7.157340848931418,-26.054953595777995,-33.98972520941537,-7.934770677549671,44100,10.0,-11.913900990755453,-11.961601438254933,-12.565208388342676,-12.013540777708037,-10.287828485193536,0.1181500297908721,0.1126465238323053,0.061599136845329514,0.10694508397403556,0.6006592255574575,sad,aggressive
46,dress,gravel,aggressive,714.4330620129672,81.44928404901525,-8.19812226152781,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0046.wav,14,0.7300208118566689,-8.198122432222917,-24.06755070072605,-32.99569289491497,-8.92814307338448,44100,10.0,-9.511658562553858,-9.875496638888022,-12.661505830916647,-19.092291733464123,-29.381435792917852,0.5753966875008779,0.3999028401201509,0.02466073803894251,3.9732989098985975e-05,1.3509296996527625e-09,aggressive,aggressive
47,dress,gravel,aggressive,506.7621885236943,78.14392850174548,-9.253979360599416,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0047.wav,20,0.5067410077507404,-9.253979443730229,-22.472046012108464,-32.23276584172953,-9.760720368350157,44100,10.0,-10.092090879736872,-9.900263367274622,-14.657619731632309,-27.45375836459559,-48.58523009017256,0.45007215848852355,0.5452451088494834,0.004682719684053041,1.2977940028964414e-08,8.628279362373623e-18,happy,aggressive
48,dress,gravel,aggressive,413.3981454528576,71.96709948199413,-11.22709501396476,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0048.wav,24,0.6679308737610419,-11.227094257815567,-21.98205421654261,-33.87707948179585,-11.895025887725804,44100,10.0,-11.290525061955012,-10.246470988167054,-15.41296116165643,-31.63106161888505,-59.1102115197308,0.2592745661880479,0.7365238918484334,0.004201541583349385,3.801693766036829e-10,4.425210776409628e-22,happy,aggressive
49,dress,gravel,aggressive,705.9104894495588,90.11264504303024,-5.430713104922434,691,47,210.19038988498025,85.2,2.1,9.391485505499118,turchet_emotion_generated/dress/gravel/aggressive/dress_gravel_aggressive_0049.wav,14,0.379732009331489,-5.430713021373875,-23.753278032136407,-29.56372414656959,-5.810445114253923,44100,10.0,-9.565024907478168,-10.636408404688241,-16.617187314710108,-22.33975225749043,-31.567899524868746,0.7443784569367619,0.2549751493724914,0.00064428582541675,2.107658283944802e-06,2.070459612688062e-10,aggressive,aggressive
